customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3078-JJWFE,Male,0,No,Yes,46,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,64.08,2784.6,No
0156-HCLZW,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.37,245.46,Yes
0577-GBDKV,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.57,2229.1,Yes
3836-XZIVO,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.8,3240.59,Yes
0655-ZRKCA,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),59.41,1044.45,No
4069-YOQLQ,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.71,5563.13,No
2059-PLQJG,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.48,1723.71,Yes
5293-ZQFKH,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.02,,Yes
5271-YIZPH,Male,0,Yes,No,4,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.17,282.75,Yes
4357-QRGZQ,Female,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1071.79,No
4949-JYDLB,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.95,2239.61,Yes
1283-VDQGA,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.98,1197.25,No
0718-DIWYK,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.22,631.89,Yes
1634-RXFYN,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.65,2977.21,No
1463-ROJCG,Female,0,No,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.7,375.1,No
4845-MYQGR,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,83.26,1645.94,Yes
1699-EZGJL,Male,0,No,No,33,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),69.99,2265.99,No
0711-TIXBH,Male,1,Yes,No,19,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),82.39,1527.17,No
0293-YZZWW,Female,1,Yes,Yes,43,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.86,3070.82,No
0625-LLUQJ,Male,1,Yes,No,33,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,52.75,1688.28,No
5100-BIYZT,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.63,229.7,Yes
2226-ZEWVX,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),87.39,4713.07,No
3834-EJSTN,Female,1,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.58,505.73,No
4156-ZPMKY,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.11,1923.52,No
0481-SWMEK,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.96,1529.42,Yes
4174-DIDSL,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,81.53,2803.93,No
2459-YBQPL,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.59,855.96,No
2877-MICAP,Male,1,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,77.18,3821.58,No
2911-UTNHK,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.09,1164.74,No
0157-EXPWN,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),101.06,2782.17,No
3058-XBAWK,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.71,406.81,Yes
4369-KCRNE,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.41,177.73,No
0961-EMNAN,Male,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),73.61,3479.05,No
2162-QVIKU,Female,1,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,75.56,3126.46,No
2503-QPIVE,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),71.46,3267.85,No
2419-TLPZD,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.25,51.94,Yes
4079-SWXLM,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),85.93,2166.75,No
0543-ZFZEA,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.36,2960.15,Yes
1731-ADQEV,Female,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.01,1363.65,Yes
2102-UWILU,Male,1,Yes,Yes,0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,87.46,,Yes
4061-BYPQG,Female,0,No,Yes,38,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,64.32,2268.92,No
2034-QXBIX,Male,1,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.23,900.73,No
4875-YHOTF,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,93.07,3602.97,Yes
0510-AHOOW,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.52,400.37,No
2383-EXMIO,Male,0,No,No,13,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,88.72,1117.06,No
3136-NFHWM,Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,70.11,2163.98,Yes
3196-FTCLI,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.77,213.38,No
3939-EUGAC,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.38,339.74,No
2351-XVDSH,Male,0,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.6,1919.28,No
4017-VQUYM,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.0,812.53,Yes
4947-GZGOB,Male,0,Yes,No,48,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),59.16,2656.15,No
2405-FGKCF,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.97,773.14,No
3405-IQTCI,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.08,1501.88,No
1461-HQUQS,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,346.2,Yes
4122-SARLZ,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),95.32,3106.92,Yes
0028-DBUPV,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.98,2059.73,No
0683-XSROJ,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.92,1417.24,No
0394-WFYAU,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,73.36,3821.49,No
0051-ZSKPY,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,55.2,2802.31,No
1269-MUBNT,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.98,632.98,No
1924-CLESC,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.71,231.74,Yes
1553-JWMLA,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.39,309.1,Yes
3238-TISOV,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.08,406.15,Yes
2622-PTEOA,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),74.48,4089.49,No
1751-ZOBXB,Male,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.53,3619.38,No
3714-KSTNN,Female,0,Yes,No,11,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.13,1033.31,No
0782-WDMOI,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.18,3206.31,No
4923-DUQCB,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.36,,Yes
2653-QVROL,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,64.57,1453.8,No
3898-LPNEI,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,82.62,1455.29,Yes
2555-ZJSIJ,Female,1,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.42,2096.5,No
3992-BTLAC,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.36,330.53,No
4625-BNAXV,Male,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,92.06,1312.92,Yes
4340-NAQTQ,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.9,151.99,Yes
2234-QUVIE,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,83.88,Yes
2354-WTZQH,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.86,275.96,Yes
5208-LZAIR,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,67.92,4454.81,No
2675-FOJPI,Female,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),61.55,2461.76,No
5281-ONNIH,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.33,5783.44,No
4360-DJHYL,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.02,592.17,Yes
3686-BYITW,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,68.54,4269.81,No
2475-PPXFR,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.62,392.86,No
1982-QSRDV,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,73.86,2211.96,No
2500-PSNIH,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.8,1871.87,No
1439-DZJCG,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.57,2557.09,No
4221-GZMQQ,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.47,,Yes
0989-ELWVA,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.11,255.99,Yes
3795-EWNEI,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.14,,Yes
1718-QBNVK,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.67,336.36,No
1576-JBCVL,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,60.46,,Yes
2872-FAWIP,Female,0,No,No,5,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.88,338.85,No
2699-FWKBN,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.77,554.27,No
4420-SGLQX,Male,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.41,564.25,No
1041-OSDFD,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,56.31,2689.19,No
3343-ADLAW,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.4,139.66,Yes
5264-AKUGO,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.24,210.81,No
3406-ITUAB,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.03,199.69,Yes
2927-NGZOC,Male,0,No,No,28,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.42,2144.93,No
2783-QPOJD,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.64,357.44,Yes
3707-MAEUM,Female,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.04,119.66,Yes
0071-FOYSD,Female,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,605.9,No
4709-AKKVQ,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.38,4257.46,No
1776-RAMAE,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,3476.17,Yes
4703-WMLHG,Male,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.69,2031.68,No
1903-UFKUT,Male,0,Yes,No,11,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.44,682.71,No
0586-MTQDF,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,93.07,1511.63,No
3044-PDKDX,Female,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,928.62,No
4654-GEFGU,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,81.8,3489.46,No
2633-DXEZP,Female,0,No,No,8,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.9,493.51,No
4351-XPYHS,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.45,57.87,Yes
2655-KBZVY,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.18,874.76,Yes
4791-XFXYX,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),57.36,59.38,No
4516-AQXMA,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.95,4332.77,Yes
4556-DKGMH,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,111.29,1613.52,Yes
1414-HAGQH,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.4,2510.14,No
2036-ELZSN,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.26,1017.41,No
2444-RQMTV,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.34,938.55,Yes
2100-QSVKO,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,111.17,2471.11,No
0779-URJLR,Male,1,No,No,32,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),62.75,2003.52,Yes
1484-MWCAC,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.94,688.35,Yes
1244-DCSGL,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.88,,Yes
2790-OSAYP,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.98,1580.07,Yes
1770-YEFMB,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.79,977.34,Yes
3882-ABOKW,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,3507.22,No
0201-AFCNU,Female,0,No,No,55,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,69.96,3698.08,No
3915-ZUTAV,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,87.5,1255.57,Yes
3929-PNGRB,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.17,147.48,No
3404-QWSWF,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,3012.0,Yes
1411-DUACE,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.77,2630.83,No
2033-QLWIN,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,80.16,4590.17,No
5034-EVWSK,Male,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,65.78,3683.62,No
1231-NJXRV,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.08,230.62,No
4189-VMQRL,Male,1,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.0,1043.99,Yes
1074-QJAWP,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,93.02,236.1,No
0649-KZZIO,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.77,,Yes
1281-UVXJH,Female,0,No,No,48,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.43,2946.05,No
2004-OPSBV,Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,102.23,2598.14,No
2995-EAXMW,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.38,119.55,No
0908-MXNBI,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.11,907.13,No
1441-DGUVF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.95,47.37,Yes
4842-CCSBJ,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.87,381.28,Yes
1491-QECYC,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.73,1431.25,Yes
2363-LLJUZ,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.31,995.49,No
1703-VYTOH,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.48,1012.57,No
4335-YJYIC,Female,1,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.09,282.77,Yes
0564-AMBXB,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.61,1893.47,Yes
0517-GRZER,Female,0,No,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.82,1647.02,No
1487-IBTHG,Female,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.26,606.2,No
3145-QCCYW,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,114.29,2610.53,No
0569-ASYTO,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.43,154.29,No
